booking_date,country_code,network,funding_source,card_type,transaction_regionality,total_value_eur,total_fee_eur,adyen_interchange_eur,previous_issuer_eur
2020-04-17,GB,MasterCard,CREDIT,Premium,INTER_REGIONAL,40.07,0.2603,0.4014,0.1931
2020-04-03,NL,visa,DEBIT,Standard,INTRA_REGIONAL,21.86,0.3172,0.4313,0.2196
2020-04-08,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,17.1,0.1106,0.1802,0.0777
2020-04-01,NL,visa,CREDIT,Standard,INTRA_REGIONAL,29.95,0.2843,0.3798,0.2082
2020-04-01,DE,visa,CREDIT,Fleet,INTER_REGIONAL,25.75,0.1384,0.2381,0.1034
2020-04-10,US,visa,DEBIT,Super Premium,INTRA_REGIONAL,93.49,1.3303,2.7725,0.8413
2020-04-30,NL,visa,CREDIT,Premium,INTER_REGIONAL,11.54,0.0749,0.1267,0.0647
2020-04-04,DE,visa,CREDIT,Corporate,INTRA_REGIONAL,21.74,0.1704,0.2934,0.1134
2020-04-24,US,visa,DEBIT,Standard,INTRA_REGIONAL,6.37,0.0453,0.0729,0.0287
2020-04-14,DE,MasterCard,DEBIT,Standard,DOMESTIC,81.5,0.4184,0.8639,0.2642
2020-04-20,NL,visa,CREDIT,Commercial,DOMESTIC,76.9,0.6065,0.9253,0.5026
2020-04-26,US,visa,CREDIT,Standard,DOMESTIC,46.16,0.3804,0.7457,0.3079
2020-04-26,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,24.06,0.2137,0.3013,0.167
2020-04-03,DE,visa,DEBIT,Standard,DOMESTIC,2.47,0.0314,0.0412,0.0209
2020-04-27,US,visa,DEBIT,Corporate,INTER_REGIONAL,19.4,0.1364,0.2793,0.0877
2020-04-01,NL,visa,CREDIT,Premium,INTRA_REGIONAL,3.28,0.0472,0.0661,0.0319
2020-04-11,GB,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,45.63,0.3168,0.4541,0.2048
2020-04-28,NL,MasterCard,DEBIT,Commercial,DOMESTIC,94.54,1.1971,2.3195,0.814
2020-04-08,DE,visa,CREDIT,Premium,DOMESTIC,62.39,0.8042,1.1002,0.7147
2020-04-02,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,9.28,0.116,0.2069,0.0765
2020-04-05,DE,visa,CREDIT,Premium,INTER_REGIONAL,53.8,0.5728,0.771,0.4287
2020-04-04,GB,MasterCard,DEBIT,Commercial,INTER_REGIONAL,17.07,0.0954,0.1959,0.0849
2020-04-12,NL,visa,DEBIT,Standard,INTER_REGIONAL,53.02,0.3915,0.6846,0.2731
2020-04-30,DE,MasterCard,CREDIT,Standard,INTRA_REGIONAL,18.82,0.1853,0.3559,0.1505
2020-04-03,DE,MasterCard,DEBIT,Premium,INTER_REGIONAL,231.15,3.0196,5.7761,2.3048
2020-04-13,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,36.69,0.5379,0.8666,0.33
2020-04-16,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,13.67,0.1957,0.2806,0.1436
2020-04-24,NL,visa,CREDIT,Standard,INTER_REGIONAL,124.74,0.8678,1.6616,0.5863
2020-04-12,DE,MasterCard,CREDIT,other,INTER_REGIONAL,18.84,0.2446,0.3865,0.2128
2020-04-25,NL,MasterCard,DEBIT,Commercial,DOMESTIC,109.83,1.3886,2.6797,0.878
2020-04-26,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,4.98,0.0655,0.1245,0.0577
2020-04-23,US,visa,CREDIT,Commercial,INTRA_REGIONAL,29.38,0.3373,0.46,0.2714
2020-04-18,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,78.98,1.0171,1.477,0.9122
2020-04-13,DE,visa,DEBIT,Standard,INTRA_REGIONAL,10.1,0.1267,0.2009,0.1062
2020-04-23,US,visa,CREDIT,Standard,INTER_REGIONAL,7.15,0.0661,0.1046,0.0589
2020-04-10,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,303.85,1.9744,2.7996,1.719
2020-04-13,NL,visa,DEBIT,Commercial,INTER_REGIONAL,8.15,0.1108,0.183,0.0906
2020-04-23,NL,visa,CREDIT,Premium,INTRA_REGIONAL,93.21,0.9181,1.6032,0.6999
2020-04-26,DE,MasterCard,CREDIT,other,INTRA_REGIONAL,33.15,0.4594,0.6528,0.3699
2020-04-08,GB,MasterCard,DEBIT,Premium,INTER_REGIONAL,395.77,2.4908,3.84,1.7405
2020-04-08,DE,MasterCard,DEBIT,Standard,INTRA_REGIONAL,19.41,0.1402,0.237,0.094
2020-04-22,NL,visa,DEBIT,Standard,INTER_REGIONAL,7.32,0.043,0.0864,0.029
2020-04-28,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,15.67,0.1059,0.2059,0.0662
2020-04-30,NL,visa,DEBIT,Premium,INTER_REGIONAL,37.07,0.5232,0.7771,0.4251
2020-04-20,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,9.03,0.0994,0.1668,0.0772
2020-04-28,NL,visa,CREDIT,other,INTER_REGIONAL,232.96,2.5752,4.042,1.7656
2020-04-11,DE,MasterCard,CREDIT,Premium,INTRA_REGIONAL,108.61,1.0859,2.2126,0.7897
2020-04-08,DE,visa,DEBIT,Corporate,INTER_REGIONAL,465.11,3.6718,4.8333,2.4113
2020-04-10,NL,MasterCard,DEBIT,Commercial,DOMESTIC,4.35,0.0461,0.0943,0.0335
2020-04-18,DE,visa,CREDIT,Standard,INTER_REGIONAL,32.65,0.2727,0.4278,0.1925
2020-04-03,NL,visa,DEBIT,other,INTER_REGIONAL,15.58,0.0925,0.134,0.0719
2020-04-03,NL,visa,DEBIT,Premium,INTER_REGIONAL,66.63,0.7689,1.4714,0.6567
2020-04-01,GB,visa,CREDIT,other,INTRA_REGIONAL,7.5,0.0478,0.0655,0.0303
2020-04-11,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,29.0,0.3029,0.4341,0.2219
2020-04-01,DE,visa,CREDIT,Standard,INTER_REGIONAL,52.8,0.6525,1.0204,0.566
2020-04-27,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,18.5,0.2213,0.3511,0.1617
2020-04-04,NL,visa,DEBIT,Commercial,INTER_REGIONAL,10.94,0.1237,0.249,0.1047
2020-04-29,NL,visa,DEBIT,other,INTER_REGIONAL,9.84,0.0717,0.1223,0.0461
2020-04-25,NL,visa,DEBIT,Commercial,DOMESTIC,687.73,4.7793,7.4124,4.2898
2020-04-09,DE,visa,CREDIT,Super Premium,INTER_REGIONAL,37.41,0.5489,1.0192,0.3939
2020-04-30,NL,MasterCard,CREDIT,Standard,DOMESTIC,133.97,1.717,3.2595,1.4124
2020-04-16,GB,visa,DEBIT,Standard,INTRA_REGIONAL,38.65,0.4584,0.9398,0.3609
2020-04-14,NL,visa,DEBIT,Corporate,INTER_REGIONAL,104.44,1.2542,2.121,0.9415
2020-04-09,GB,visa,DEBIT,Premium,DOMESTIC,47.83,0.3097,0.6018,0.2523
2020-04-25,DE,visa,CREDIT,Purchasing,INTER_REGIONAL,29.85,0.1697,0.2822,0.1118
2020-04-05,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,44.02,0.4456,0.8395,0.388
2020-04-16,DE,MasterCard,CREDIT,Premium,INTER_REGIONAL,70.75,0.9925,1.516,0.6953
2020-04-17,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,76.75,0.4111,0.6104,0.3623
2020-04-27,US,visa,CREDIT,Purchasing,INTER_REGIONAL,98.43,1.2083,1.9442,0.8082
2020-04-26,DE,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,23.93,0.1819,0.363,0.1514
2020-04-19,DE,visa,CREDIT,Premium,INTER_REGIONAL,132.27,0.9025,1.8081,0.6129
2020-04-26,US,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,36.13,0.4455,0.6543,0.288
2020-04-14,DE,MasterCard,DEBIT,other,INTRA_REGIONAL,111.52,0.8752,1.5297,0.7308
2020-04-28,DE,MasterCard,CREDIT,Standard,INTRA_REGIONAL,49.86,0.2739,0.4162,0.1746
2020-04-04,NL,MasterCard,DEBIT,Super Premium,DOMESTIC,51.09,0.3662,0.7223,0.2907
2020-04-11,DE,visa,DEBIT,Standard,DOMESTIC,134.31,1.7529,3.5175,1.4674
2020-04-16,NL,visa,CREDIT,Super Premium,INTER_REGIONAL,53.59,0.778,1.5963,0.4977
2020-04-08,DE,visa,DEBIT,other,INTRA_REGIONAL,9.41,0.0488,0.0737,0.0428
2020-04-18,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,228.91,2.018,3.7889,1.3781
2020-04-11,DE,visa,DEBIT,other,DOMESTIC,16.98,0.0955,0.1461,0.0634
2020-04-11,NL,visa,DEBIT,other,INTER_REGIONAL,514.08,4.954,9.7321,4.2269
2020-04-24,DE,visa,DEBIT,Standard,INTER_REGIONAL,5.85,0.0835,0.1461,0.0529
2020-04-25,DE,MasterCard,CREDIT,Fleet,INTRA_REGIONAL,7.98,0.0776,0.1164,0.0637
2020-04-30,DE,visa,CREDIT,Standard,INTER_REGIONAL,68.79,0.8663,1.3272,0.7652
2020-04-28,DE,visa,CREDIT,Super Premium,INTER_REGIONAL,21.17,0.21,0.3081,0.1667
2020-04-04,NL,visa,DEBIT,Standard,INTER_REGIONAL,2.65,0.039,0.0621,0.0256
2020-04-05,NL,visa,CREDIT,other,INTER_REGIONAL,7.79,0.0649,0.0861,0.0451
2020-04-18,GB,visa,DEBIT,Premium,INTER_REGIONAL,25.32,0.3342,0.6771,0.2392
2020-04-25,GB,visa,CREDIT,Standard,INTER_REGIONAL,820.13,11.4761,17.7876,10.2875
2020-04-03,US,visa,DEBIT,other,INTRA_REGIONAL,19.06,0.2011,0.4048,0.1257
2020-04-29,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,34.58,0.2074,0.3164,0.1668
2020-04-15,NL,MasterCard,CREDIT,other,INTRA_REGIONAL,8.57,0.0596,0.1007,0.0463
2020-04-30,NL,visa,CREDIT,Standard,INTER_REGIONAL,46.47,0.6758,0.993,0.5667
2020-04-16,GB,visa,DEBIT,Standard,INTER_REGIONAL,38.81,0.5338,1.0636,0.3694
2020-04-11,DE,visa,DEBIT,Standard,DOMESTIC,40.66,0.2259,0.3716,0.186
2020-04-26,NL,visa,DEBIT,Commercial,INTER_REGIONAL,5.67,0.031,0.0476,0.0227
2020-04-04,GB,visa,CREDIT,Standard,INTER_REGIONAL,27.9,0.4159,0.5794,0.3413
2020-04-05,NL,visa,CREDIT,Super Premium,INTER_REGIONAL,11.88,0.1683,0.3294,0.1479
2020-04-08,US,MasterCard,CREDIT,Corporate,INTER_REGIONAL,191.44,2.5036,4.9579,1.5303
2020-04-19,DE,visa,CREDIT,Standard,DOMESTIC,9.23,0.0683,0.0956,0.0588
2020-04-12,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,11.16,0.0714,0.1345,0.0587
2020-04-25,GB,visa,DEBIT,other,INTRA_REGIONAL,11.74,0.1288,0.2337,0.1155
2020-04-19,NL,visa,DEBIT,Standard,INTER_REGIONAL,135.08,1.0132,2.0354,0.8185
2020-04-16,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,282.1,2.8994,5.2316,2.331
2020-04-17,US,MasterCard,DEBIT,Fleet,INTER_REGIONAL,204.78,1.2286,2.347,0.959
2020-04-04,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,25.13,0.1654,0.3065,0.1472
2020-04-11,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,47.96,0.6296,1.0008,0.3891
2020-04-12,NL,visa,DEBIT,Premium,INTRA_REGIONAL,17.47,0.1322,0.2536,0.0975
2020-04-09,GB,visa,CREDIT,Commercial,INTRA_REGIONAL,34.99,0.3504,0.706,0.2377
2020-04-05,GB,MasterCard,DEBIT,Purchasing,DOMESTIC,51.3,0.5856,1.035,0.5004
2020-04-13,NL,MasterCard,CREDIT,Commercial,DOMESTIC,105.73,1.5686,2.2143,1.2305
2020-04-28,NL,visa,CREDIT,Standard,INTRA_REGIONAL,21.4,0.1389,0.2503,0.1141
2020-04-21,GB,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,55.29,0.6169,0.9657,0.5398
2020-04-02,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,120.3,1.2523,2.1678,0.8015
2020-04-25,US,MasterCard,DEBIT,Premium,INTRA_REGIONAL,80.59,0.6275,0.9638,0.5557
2020-04-22,NL,visa,DEBIT,Premium,INTRA_REGIONAL,41.49,0.3427,0.6307,0.2781
2020-04-26,NL,visa,CREDIT,Corporate,INTER_REGIONAL,11.04,0.1326,0.248,0.0822
2020-04-20,US,visa,CREDIT,Standard,INTRA_REGIONAL,8.17,0.0612,0.0895,0.0376
2020-04-15,DE,visa,DEBIT,Fleet,DOMESTIC,19.85,0.2326,0.4352,0.2086
2020-04-06,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,10.99,0.1644,0.256,0.1476
2020-04-08,DE,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,199.99,1.5033,2.4455,0.9407
2020-04-24,NL,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,15.37,0.2134,0.3437,0.1661
2020-04-13,NL,MasterCard,CREDIT,Standard,DOMESTIC,159.84,2.1129,3.2842,1.3992
2020-04-01,GB,visa,DEBIT,Standard,INTRA_REGIONAL,12.36,0.1213,0.1966,0.0997
2020-04-05,NL,visa,DEBIT,Commercial,DOMESTIC,1.01,0.0073,0.0107,0.0064
2020-04-10,DE,visa,DEBIT,Standard,INTRA_REGIONAL,14.38,0.1475,0.2528,0.1155
2020-04-26,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,16.08,0.0961,0.1478,0.0617
2020-04-10,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,279.39,2.9831,5.8648,2.1065
2020-04-14,GB,visa,CREDIT,Premium,INTRA_REGIONAL,99.31,0.5894,0.9049,0.355
2020-04-25,US,MasterCard,DEBIT,other,INTRA_REGIONAL,32.97,0.1724,0.2874,0.1262
2020-04-24,DE,MasterCard,CREDIT,other,INTRA_REGIONAL,69.2,0.4037,0.667,0.3066
2020-04-27,DE,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,3.85,0.0249,0.0467,0.018
2020-04-12,GB,visa,DEBIT,Standard,INTRA_REGIONAL,127.41,1.3533,2.5381,0.9385
2020-04-25,DE,visa,DEBIT,Super Premium,DOMESTIC,31.09,0.2835,0.4578,0.2037
2020-04-09,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,79.88,0.9439,1.3127,0.5732
2020-04-14,DE,visa,DEBIT,Super Premium,INTRA_REGIONAL,91.21,0.4715,0.6684,0.4038
2020-04-25,NL,visa,CREDIT,other,INTRA_REGIONAL,64.16,0.4065,0.7971,0.341
2020-04-15,DE,visa,DEBIT,other,INTRA_REGIONAL,14.26,0.0714,0.1151,0.0543
2020-04-15,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,123.58,0.7423,1.4251,0.4735
2020-04-05,GB,visa,CREDIT,other,INTRA_REGIONAL,146.11,0.9792,1.6299,0.6932
2020-04-02,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,8.83,0.0446,0.0634,0.0326
2020-04-12,DE,visa,CREDIT,Premium,DOMESTIC,38.81,0.5818,1.0861,0.4566
2020-04-03,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,32.29,0.2335,0.4431,0.1413
2020-04-15,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,31.78,0.4057,0.6962,0.2965
2020-04-04,GB,visa,DEBIT,Standard,DOMESTIC,17.98,0.2661,0.468,0.2343
2020-04-01,US,MasterCard,CREDIT,Premium,INTER_REGIONAL,36.93,0.3102,0.4135,0.2159
2020-04-15,NL,visa,DEBIT,Standard,INTRA_REGIONAL,3.81,0.0289,0.0449,0.0235
2020-04-07,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,56.7,0.7685,1.5706,0.5872
2020-04-02,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,46.25,0.3264,0.4632,0.2835
2020-04-27,US,MasterCard,CREDIT,Commercial,DOMESTIC,51.64,0.7688,1.1897,0.466
2020-04-17,NL,visa,DEBIT,Standard,INTRA_REGIONAL,131.84,0.7671,1.433,0.6566
2020-04-15,NL,MasterCard,CREDIT,Purchasing,DOMESTIC,233.22,2.4356,4.0461,2.1481
2020-04-04,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,32.94,0.3049,0.5261,0.2252
2020-04-12,US,MasterCard,DEBIT,Purchasing,INTRA_REGIONAL,15.81,0.0917,0.1366,0.0755
2020-04-13,DE,visa,CREDIT,Super Premium,INTER_REGIONAL,28.37,0.3535,0.6428,0.2475
2020-04-26,GB,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,67.46,0.9893,1.9368,0.69
2020-04-09,GB,MasterCard,CREDIT,Commercial,DOMESTIC,26.1,0.2204,0.3848,0.1921
2020-04-25,DE,visa,CREDIT,Commercial,INTER_REGIONAL,3.14,0.0185,0.0381,0.0131
2020-04-21,NL,visa,CREDIT,Standard,DOMESTIC,23.76,0.1569,0.2056,0.1038
2020-04-16,US,MasterCard,DEBIT,other,DOMESTIC,13.21,0.1898,0.2865,0.1594
2020-04-18,US,visa,DEBIT,Standard,DOMESTIC,223.86,2.9979,4.0051,2.2252
2020-04-21,DE,MasterCard,CREDIT,Commercial,INTER_REGIONAL,115.12,1.1392,2.2477,0.6928
2020-04-25,NL,visa,CREDIT,other,INTRA_REGIONAL,137.73,1.9711,3.9962,1.5437
2020-04-08,GB,visa,DEBIT,Premium,DOMESTIC,87.19,1.002,1.6009,0.821
2020-04-16,NL,visa,CREDIT,Premium,INTRA_REGIONAL,9.77,0.0775,0.1069,0.0616
2020-04-22,DE,MasterCard,CREDIT,Commercial,DOMESTIC,46.87,0.5824,0.982,0.4507
2020-04-24,NL,MasterCard,CREDIT,Standard,DOMESTIC,9.88,0.0641,0.0962,0.053
2020-04-02,NL,visa,CREDIT,Purchasing,INTER_REGIONAL,19.89,0.1968,0.3814,0.1518
2020-04-07,NL,visa,CREDIT,Standard,DOMESTIC,23.07,0.1559,0.2782,0.1357
2020-04-04,US,visa,DEBIT,Commercial,INTER_REGIONAL,57.45,0.3009,0.6062,0.2353
2020-04-16,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,30.67,0.3005,0.6133,0.1867
2020-04-11,NL,visa,CREDIT,Standard,INTER_REGIONAL,43.06,0.4559,0.6692,0.3053
2020-04-10,NL,visa,DEBIT,Fleet,DOMESTIC,16.11,0.1668,0.2967,0.1249
2020-04-08,DE,visa,CREDIT,Commercial,INTRA_REGIONAL,121.69,1.4963,2.01,0.9651
2020-04-17,NL,visa,DEBIT,Commercial,INTER_REGIONAL,18.99,0.127,0.26,0.0981
2020-04-01,NL,visa,CREDIT,Corporate,DOMESTIC,37.21,0.374,0.7189,0.2489
2020-04-25,DE,MasterCard,DEBIT,Premium,INTRA_REGIONAL,148.56,1.978,2.6784,1.3483
2020-04-06,NL,visa,DEBIT,Purchasing,INTER_REGIONAL,51.39,0.3068,0.5597,0.2699
2020-04-29,GB,visa,CREDIT,Commercial,INTRA_REGIONAL,90.56,0.5535,0.9673,0.4348
2020-04-15,NL,MasterCard,DEBIT,Commercial,INTER_REGIONAL,13.32,0.1445,0.2093,0.0868
2020-04-10,DE,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,73.11,1.0751,1.4961,0.8669
2020-04-27,NL,visa,DEBIT,Standard,DOMESTIC,14.39,0.0947,0.1588,0.0834
2020-04-03,NL,visa,CREDIT,Fleet,INTER_REGIONAL,14.27,0.1577,0.2907,0.0971
2020-04-27,NL,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,66.61,0.8045,1.1457,0.6096
2020-04-10,US,visa,CREDIT,Corporate,DOMESTIC,90.2,0.9978,1.3049,0.827
2020-04-17,DE,visa,DEBIT,other,DOMESTIC,59.73,0.8541,1.3087,0.5395
2020-04-28,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,134.08,0.7581,1.3082,0.5659
2020-04-11,GB,MasterCard,DEBIT,Premium,INTER_REGIONAL,42.74,0.5471,0.9244,0.4546
2020-04-23,DE,visa,CREDIT,Standard,INTRA_REGIONAL,15.19,0.1013,0.1819,0.0766
2020-04-15,DE,visa,DEBIT,Commercial,INTER_REGIONAL,45.7,0.6262,1.0307,0.3768
2020-04-22,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,35.34,0.206,0.3065,0.1625
2020-04-06,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,46.4,0.5393,0.8005,0.4132
2020-04-13,US,visa,CREDIT,Premium,INTRA_REGIONAL,7.8,0.1066,0.1722,0.0643
2020-04-02,NL,visa,CREDIT,Super Premium,DOMESTIC,80.6,0.4071,0.7486,0.3105
2020-04-06,DE,visa,DEBIT,Standard,DOMESTIC,66.22,0.518,0.7389,0.3784
2020-04-19,US,visa,DEBIT,Super Premium,INTRA_REGIONAL,159.83,2.1907,3.2835,1.4222
2020-04-06,NL,visa,CREDIT,Standard,INTER_REGIONAL,41.01,0.5978,1.1488,0.5242
2020-04-11,DE,visa,CREDIT,Commercial,INTER_REGIONAL,6.89,0.0407,0.0666,0.0281
2020-04-09,DE,visa,CREDIT,Fleet,INTRA_REGIONAL,193.02,1.9222,3.0745,1.3778
2020-04-25,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,23.01,0.126,0.2206,0.1004
2020-04-25,NL,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,4.84,0.0391,0.0718,0.0308
2020-04-13,NL,visa,DEBIT,Standard,DOMESTIC,60.2,0.7061,1.1394,0.4424
2020-04-22,NL,MasterCard,DEBIT,other,INTRA_REGIONAL,82.34,1.1974,2.238,0.7533
2020-04-17,NL,visa,DEBIT,Standard,INTRA_REGIONAL,102.86,0.66,0.8789,0.408
2020-04-13,NL,MasterCard,DEBIT,Commercial,DOMESTIC,20.52,0.2672,0.439,0.1658
2020-04-05,DE,visa,DEBIT,Premium,INTRA_REGIONAL,56.94,0.6706,0.9343,0.5939
2020-04-29,DE,visa,DEBIT,Premium,INTER_REGIONAL,8.92,0.0907,0.137,0.0747
2020-04-15,NL,MasterCard,CREDIT,Standard,DOMESTIC,56.09,0.6759,0.9315,0.5442
2020-04-06,DE,MasterCard,CREDIT,Standard,DOMESTIC,47.87,0.6943,0.9286,0.6243
2020-04-18,DE,visa,CREDIT,Super Premium,DOMESTIC,8.39,0.0623,0.1168,0.0509
2020-04-17,US,visa,CREDIT,Corporate,INTRA_REGIONAL,131.91,1.5259,3.0435,1.2497
2020-04-27,DE,MasterCard,CREDIT,Standard,INTRA_REGIONAL,136.54,1.0417,2.1098,0.7343
2020-04-10,GB,MasterCard,DEBIT,Super Premium,DOMESTIC,17.89,0.1845,0.3852,0.1147
2020-04-02,US,visa,CREDIT,Standard,INTER_REGIONAL,56.55,0.2912,0.5309,0.2187
2020-04-15,NL,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,87.29,0.9643,1.7892,0.62
2020-04-14,US,MasterCard,DEBIT,Purchasing,INTER_REGIONAL,47.71,0.6354,1.1457,0.4808
2020-04-14,NL,visa,DEBIT,Standard,INTRA_REGIONAL,16.58,0.234,0.3438,0.1621
2020-04-09,GB,visa,CREDIT,Fleet,DOMESTIC,203.26,1.0519,1.878,0.9295
2020-04-05,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,12.74,0.106,0.2224,0.067
2020-04-01,US,MasterCard,DEBIT,Premium,INTRA_REGIONAL,14.35,0.1768,0.3704,0.1123
2020-04-15,GB,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,160.88,1.7162,3.4109,1.5421
2020-04-21,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,11.33,0.0573,0.0944,0.0388
2020-04-29,DE,MasterCard,CREDIT,Purchasing,INTER_REGIONAL,47.61,0.4893,0.8014,0.3917
2020-04-13,DE,MasterCard,CREDIT,Premium,INTRA_REGIONAL,43.16,0.2785,0.5826,0.2369
2020-04-22,GB,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,486.34,4.7993,6.4811,3.1285
2020-04-07,NL,visa,CREDIT,Premium,INTRA_REGIONAL,32.29,0.4205,0.773,0.3577
2020-04-05,NL,visa,DEBIT,Premium,INTRA_REGIONAL,63.44,0.6997,1.1342,0.5629
2020-04-16,DE,MasterCard,DEBIT,Premium,INTRA_REGIONAL,98.39,0.7231,1.4237,0.6183
2020-04-03,NL,visa,DEBIT,Standard,INTRA_REGIONAL,3.19,0.0408,0.0537,0.0267
2020-04-28,DE,visa,CREDIT,Super Premium,INTRA_REGIONAL,42.97,0.5998,0.8429,0.3825
2020-04-27,GB,MasterCard,DEBIT,Standard,DOMESTIC,414.83,5.0335,6.778,4.2961
2020-04-23,DE,MasterCard,DEBIT,Fleet,DOMESTIC,15.62,0.22,0.3035,0.1702
2020-04-07,NL,visa,DEBIT,Purchasing,DOMESTIC,25.12,0.2095,0.3349,0.1304
2020-04-11,US,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,48.45,0.49,0.7806,0.3607
2020-04-07,NL,visa,DEBIT,Standard,INTER_REGIONAL,71.67,0.6455,1.1598,0.4428
2020-04-24,GB,MasterCard,CREDIT,Commercial,INTER_REGIONAL,18.73,0.1643,0.3344,0.1158
2020-04-18,DE,visa,CREDIT,Standard,INTER_REGIONAL,103.94,1.525,2.5028,0.9604
2020-04-30,NL,visa,CREDIT,Standard,DOMESTIC,4.44,0.0446,0.0681,0.0268
2020-04-13,GB,visa,CREDIT,Fleet,INTRA_REGIONAL,8.85,0.0802,0.1661,0.0598
2020-04-16,NL,visa,CREDIT,Super Premium,DOMESTIC,43.37,0.5541,0.9973,0.4326
2020-04-14,DE,visa,CREDIT,Standard,INTRA_REGIONAL,24.19,0.2,0.408,0.1371
2020-04-23,NL,visa,DEBIT,Premium,INTRA_REGIONAL,12.93,0.1312,0.2387,0.1172
2020-04-05,NL,visa,DEBIT,Commercial,INTER_REGIONAL,7.19,0.085,0.1166,0.0684
2020-04-12,NL,visa,DEBIT,Standard,INTRA_REGIONAL,13.46,0.1821,0.2638,0.1271
2020-04-20,DE,MasterCard,DEBIT,other,INTRA_REGIONAL,26.97,0.202,0.3017,0.1397
2020-04-05,NL,visa,CREDIT,Purchasing,INTER_REGIONAL,343.12,5.0183,10.517,3.198
2020-04-07,NL,visa,DEBIT,Standard,INTER_REGIONAL,77.25,0.4346,0.568,0.3759
2020-04-29,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,190.23,1.0003,1.4501,0.7728
2020-04-17,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,132.94,1.3696,2.3932,1.2232
2020-04-14,DE,MasterCard,CREDIT,Commercial,INTER_REGIONAL,10.12,0.1188,0.1958,0.0818
2020-04-24,DE,MasterCard,CREDIT,Commercial,DOMESTIC,167.89,0.8458,1.1222,0.6056
2020-04-17,GB,visa,DEBIT,Premium,INTRA_REGIONAL,26.47,0.135,0.2125,0.0966
2020-04-27,DE,MasterCard,CREDIT,Standard,DOMESTIC,31.05,0.2266,0.3048,0.1918
2020-04-16,DE,visa,DEBIT,Standard,INTER_REGIONAL,36.19,0.5044,1.0261,0.3129
2020-04-20,DE,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,11.23,0.1563,0.2151,0.096
2020-04-02,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,95.91,1.1151,1.9103,0.7048
2020-04-14,NL,visa,CREDIT,Super Premium,DOMESTIC,45.29,0.3035,0.4992,0.2054
2020-04-29,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,21.37,0.2614,0.5039,0.1597
